"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-15","11.5",",,s","16.5",",,s","9.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-16","5.5",",,s","10.5",",,s","0.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-17","0.2",",,s","3.3",",,s","-2.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-18","5.4",",,s","13.7",",,s","-0.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-19","9.5",",,s","16.8",",,s","2.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-20","12.1",",,s","16.9",",,s","7.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-21","13.0",",,s","18.8",",,s","10.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-22","11.4",",,s","18.2",",,s","5.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-23","6.0",",,s","12.0",",,s","2.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-24","2.7",",,s","6.4",",,s","-2.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-25","2.4",",,s","6.2",",,s","-0.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-26","2.7",",,s","10.1",",,s","-2.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-27","5.3",",,s","13.0",",,s","-2.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-28","7.8",",,s","11.8",",,s","5.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-29","6.8",",,s","14.4",",,s","0.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-30","7.9",",,s","14.4",",,s","0.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-10-31","9.9",",,s","14.7",",,s","6.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-01","13.1",",,s","15.7",",,s","9.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-02","7.0",",,s","14.7",",,s","3.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-03","3.2",",,s","11.3",",,s","-1.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-04","4.4",",,s","8.4",",,s","-0.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-05","1.0",",,s","6.6",",,s","-1.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-06","-0.9",",,s","5.3",",,s","-6.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-07","3.0",",,s","8.9",",,s","-2.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-08","0.5",",,s","7.1",",,s","-4.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-09","1.4",",,s","8.2",",,s","-5.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-10","4.2",",,s","11.5",",,s","-1.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-11","3.2",",,s","9.8",",,s","-0.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-12","0.0",",,s","5.3",",,s","-3.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-13","-5.7",",,s","-3.5",",,s","-7.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-14","-6.5",",,s","-3.9",",,s","-10.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-15","-6.8",",,s","-1.9",",,s","-11.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-16","-6.4",",,s","-3.1",",,s","-8.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-17","-3.6",",,s","3.1",",,s","-12.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-18","-3.6",",,s","5.6",",,s","-6.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-19","-8.6",",,s","-6.6",",,s","-9.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-20","-11.5",",,s","-9.3",",,s","-14.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-21","-9.8",",,s","-5.6",",,s","-13.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-22","-9.4",",,s","-5.0",",,s","-13.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-23","-11.2",",,s","-8.0",",,s","-13.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-24","-10.6",",,s","-7.3",",,s","-14.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-25","-8.9",",,s","-2.9",",,s","-13.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-26","-6.0",",,s","-1.7",",,s","-12.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-27","-4.0",",,s","-0.9",",,s","-7.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-28","-5.7",",,s","-2.8",",,s","-7.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-29","-10.6",",,s","-6.9",",,s","-13.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-11-30","-14.7",",,s","-10.3",",,s","-19.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-01","-12.6",",,s","-6.6",",,s","-17.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-02","-9.9",",,s","-4.1",",,s","-14.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-03","-8.1",",,s","-5.2",",,s","-11.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-04","-11.6",",,s","-6.9",",,s","-14.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-05","-11.8",",,s","-7.8",",,s","-15.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-06","-11.3",",,s","-5.6",",,s","-16.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-07","-14.5",",,s","-10.3",",,s","-17.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-08","-15.4",",,s","-10.7",",,s","-19.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-09","-13.8",",,s","-8.8",",,s","-18.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-10","-10.3",",,s","-6.4",",,s","-13.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-11","-7.7",",,s","-4.6",",,s","-10.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-12","-9.3",",,s","-6.1",",,s","-13.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-13","-8.7",",,s","-3.3",",,s","-14.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-14","-10.7",",,s","-3.7",",,s","-13.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-15","-15.7",",,s","-11.9",",,s","-18.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-16","-16.9",",,s","-13.2",",,s","-20.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-17","-14.1",",,s","-9.8",",,s","-18.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-18","-12.7",",,s","-9.3",",,s","-16.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-19","-13.9",",,s","-8.7",",,s","-17.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-20","-13.0",",,s","-6.7",",,s","-18.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-21","-12.5",",,s","-8.8",",,s","-15.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-22","-15.9",",,s","-11.2",",,s","-18.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-23","-19.3",",,s","-13.9",",,s","-22.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-24","-21.3",",,s","-18.2",",,s","-23.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-25","-20.2",",,s","-16.9",",,s","-23.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-26","-19.3",",,s","-13.5",",,s","-24.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-27","-15.7",",,s","-9.6",",,s","-23.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-28","-17.8",",,s","-9.9",",,s","-20.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-29","-19.1",",,s","-14.0",",,s","-24.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-30","-18.4",",,s","-11.8",",,s","-23.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2011-12-31","-16.5",",,s","-10.4",",,s","-22.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-01","-19.0",",,s","-15.0",",,s","-21.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-02","-19.0",",,s","-13.3",",,s","-23.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-03","-17.2",",,s","-12.3",",,s","-21.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-04","-17.3",",,s","-11.4",",,s","-22.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-05","-16.0",",,s","-10.4",",,s","-19.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-06","-16.5",",,s","-10.8",",,s","-21.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-07","-15.5",",,s","-8.7",",,s","-20.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-08","-16.1",",,s","-9.0",",,s","-20.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-09","-18.5",",,s","-14.0",",,s","-22.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-10","-20.0",",,s","-17.3",",,s","-23.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-11","-20.4",",,s","-15.9",",,s","-24.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-12","-16.6",",,s","-12.1",",,s","-19.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-13","-19.0",",,s","-12.5",",,s","-23.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-14","-19.4",",,s","-14.5",",,s","-23.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-15","-15.9",",,s","-9.9",",,s","-21.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-16","-14.8",",,s","-8.4",",,s","-19.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-17","-16.9",",,s","-10.4",",,s","-21.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-18","-16.6",",,s","-11.0",",,s","-21.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-19","-15.5",",,s","-8.9",",,s","-21.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-20","-14.8",",,s","-11.8",",,s","-17.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-21","-19.3",",,s","-16.2",",,s","-22.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-22","-21.0",",,s","-17.8",",,s","-23.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-23","-21.3",",,s","-16.4",",,s","-26.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-24","-21.3",",,s","-14.6",",,s","-27.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-25","-20.1",",,s","-13.1",",,s","-25.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-26","-18.7",",,s","-11.7",",,s","-25.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-27","-19.1",",,s","-12.2",",,s","-25.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-28","-18.7",",,s","-12.2",",,s","-26.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-29","-20.3",",,s","-15.6",",,s","-24.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-30","-20.6",",,s","-15.1",",,s","-26.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-01-31","-22.0",",,s","-15.3",",,s","-26.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-01","-20.8",",,s","-16.5",",,s","-26.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-02","-18.5",",,s","-13.7",",,s","-23.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-03","-16.2",",,s","-10.6",",,s","-21.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-04","-14.3",",,s","-7.2",",,s","-20.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-05","-8.7",",,s","-3.2",",,s","-13.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-06","-9.8",",,s","-6.5",",,s","-12.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-07","-16.5",",,s","-12.2",",,s","-18.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-08","-16.8",",,s","-11.7",",,s","-22.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-09","-14.2",",,s","-9.3",",,s","-18.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-10","-14.3",",,s","-11.3",",,s","-18.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-11","-15.2",",,s","-12.1",",,s","-18.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-12","-12.9",",,s","-6.1",",,s","-18.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-13","-8.6",",,s","-2.5",",,s","-12.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-14","-11.8",",,s","-9.6",",,s","-12.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-15","-14.4",",,s","-9.9",",,s","-19.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-16","-16.1",",,s","-10.8",",,s","-22.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-17","-15.2",",,s","-9.9",",,s","-20.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-18","-13.6",",,s","-6.5",",,s","-21.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-19","-11.3",",,s","-4.5",",,s","-16.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-20","-11.9",",,s","-8.5",",,s","-15.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-21","-13.5",",,s","-5.6",",,s","-19.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-22","-10.1",",,s","-5.6",",,s","-14.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-23","-10.8",",,s","-3.9",",,s","-16.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-24","-8.5",",,s","-2.4",",,s","-15.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-25","-8.6",",,s","-4.4",",,s","-12.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-26","-11.4",",,s","-7.0",",,s","-17.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-27","-9.9",",,s","-1.5",",,s","-17.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-28","-4.0",",,s","2.4",",,s","-9.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-02-29","-3.1",",,s","1.1",",,s","-6.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-01","-8.7",",,s","-3.0",",,s","-14.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-02","-10.0",",,s","-2.6",",,s","-16.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-03","-9.1",",,s","-1.7",",,s","-17.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-04","-6.1",",,s","1.3",",,s","-14.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-05","-3.3",",,s","1.9",",,s","-8.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-06","-4.2",",,s","-1.6",",,s","-5.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-07","-5.0",",,s","-2.4",",,s","-8.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-08","-5.2",",,s","-3.0",",,s","-6.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-09","-8.2",",,s","-2.4",",,s","-13.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-10","-7.9",",,s","-3.3",",,s","-13.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-11","-8.4",",,s","-4.7",",,s","-12.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-12","-9.9",",,s","-2.7",",,s","-17.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-13","-5.0",",,s","2.2",",,s","-13.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-14","-4.4",",,s","0.0",",,s","-8.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-15","-1.6",",,s","5.5",",,s","-9.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-16","1.3",",,s","2.3",",,s","0.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-17","-10.3",",,s","1.4",",,s","-13.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-18","-9.8",",,s","-3.9",",,s","-17.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-19","-5.8",",,s","-2.6",",,s","-10.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-20","-5.1",",,s","0.3",",,s","-13.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-21","0.3",",,s","7.8",",,s","-6.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-22","2.1",",,s","6.7",",,s","-2.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-23","2.9",",,s","8.0",",,s","-3.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-24","0.0",",,s","3.9",",,s","-2.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-25","-1.6",",,s","1.7",",,s","-7.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-26","2.0",",,s","8.7",",,s","-6.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-27","4.9",",,s","9.6",",,s","-0.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-28","6.5",",,s","12.9",",,s","-1.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-29","8.8",",,s","13.0",",,s","5.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-30","0.1",",,s","8.5",",,s","-3.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-03-31","-1.3",",,s","3.2",",,s","-5.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-01","-3.0",",,s","0.3",",,s","-7.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-02","-1.0",",,s","4.8",",,s","-9.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-03","1.4",",,s","6.6",",,s","-6.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-04","1.3",",,s","6.0",",,s","-3.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-05","-1.2",",,s","2.1",",,s","-5.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-06","-2.0",",,s","1.8",",,s","-6.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-07","3.2",",,s","10.1",",,s","-4.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-08","5.2",",,s","8.7",",,s","2.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-09","6.2",",,s","15.1",",,s","-2.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-10","12.4",",,s","19.6",",,s","7.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-11","6.9",",,s","11.6",",,s","-0.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-12","4.3",",,s","9.6",",,s","0.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-13","12.0",",,s","21.7",",,s","0.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-14","9.6",",,s","17.0",",,s","1.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-15","9.0",",,s","12.8",",,s","4.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-16","6.1",",,s","10.8",",,s","0.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-17","10.2",",,s","18.7",",,s","0.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-18","16.4",",,s","22.7",",,s","9.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-19","18.4",",,s","25.2",",,s","13.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-20","13.5",",,s","19.2",",,s","10.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-21","15.3",",,s","21.0",",,s","9.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-22","10.3",",,s","15.5",",,s","7.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-23","9.7",",,s","14.6",",,s","6.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-24","13.4",",,s","20.6",",,s","6.7",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-25","7.8",",,s","14.8",",,s","4.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-26","8.2",",,s","13.2",",,s","4.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-27","9.7",",,s","16.8",",,s","4.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-28","8.9",",,s","14.1",",,s","4.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-29","9.6",",,s","15.6",",,s","3.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-04-30","11.4",",,s","18.9",",,s","8.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-01","11.6",",,s","18.9",",,s","3.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-02","13.2",",,s","20.5",",,s","4.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-03","17.9",",,s","27.3",",,s","4.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-04","16.0",",,s","21.2",",,s","11.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-05","12.7",",,s","17.2",",,s","8.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-06","10.3",",,s","13.4",",,s","8.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-07","13.1",",,s","16.9",",,s","9.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-08","12.5",",,s","17.8",",,s","8.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-09","13.0",",,s","19.3",",,s","5.3",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-10","15.0",",,s","20.8",",,s","7.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-11","17.1",",,s","22.6",",,s","10.1",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-12","18.2",",,s","26.1",",,s","9.0",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-13","16.3",",,s","22.0",",,s","10.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-14","13.7",",,s","19.5",",,s","10.6",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-15","12.4",",,s","18.2",",,s","8.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-16","12.2",",,s","18.2",",,s","8.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-17","15.6",",,s","22.4",",,s","4.9",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-18","19.4",",,s","27.9",",,s","7.5",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-19","22.2",",,s","26.5",",,s","17.2",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-20","22.4",",,s","28.4",",,s","9.8",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-21","23.0",",,s","32.0",",,s","11.4",",,s"
"CHM00050953","HARBIN, CH","45.75","126.767","143.0","2012-05-22","23.2",",,s","31.2",",,s","16.1",",,s"
